action,venue,primary_type,website,reason
keep,"Local Bistro",bistro,"http://localbistroaz.com/","live site — crowdsource stub"
keep,"Lo-Lo's Chicken and Waffles",soul_food_restaurant,"https://loloschickenandwaffles.com/location/scottsdale/","site unreadable (bot-walled/robots) — uncertain, not hidden"
keep,"Longshots Bar & Grill",bar_and_grill,"https://www.longshotsaz.com/","alcohol-positive type/name"
keep,"Los Sombreros",mexican_restaurant,"https://www.lossombreros.com/","site unreadable (bot-walled/robots) — uncertain, not hidden"
keep,"Maui Fish House",hawaiian_restaurant,"https://www.mauifishhouse.com/","live site — crowdsource stub"
keep,"Maui Fish House",hawaiian_restaurant,"https://www.mauifishhouse.com/","site unreadable (bot-walled/robots) — uncertain, not hidden"
keep,"Merci French Cafe",restaurant,"http://www.mercifc.com/","live site — crowdsource stub"
keep,"Metropolis",american_restaurant,"http://www.metropolisaz.com/","site unreadable (bot-walled/robots) — uncertain, not hidden"
keep,"Miel de Agave Scottsdale",steak_house,"https://lamieldeagave.com/mieldeagavescottsdale?utm_source=google","alcohol-positive type/name"
keep,"NakedQ BBQ",barbecue_restaurant,"http://www.nakedq.com/","live site — crowdsource stub"
keep,"New China Gate",chinese_restaurant,"https://www.ordernewchinagate.com/","live site — crowdsource stub"
keep,"Nick’s Italian restaurant - Pima",italian_restaurant,"http://www.nicks-italian.com/","live site — crowdsource stub"
keep,"Ni Hao Bao Dumpling House",restaurant,"http://www.nihaobaodumplinghouse.com/","site unreadable (bot-walled/robots) — uncertain, not hidden"
keep,"Northside Wine & Beer Bar",bar,"http://www.wholefoodsmarket.com/stores/scottsdale","alcohol-positive type/name"
keep,"Ocean 44",fine_dining_restaurant,"https://www.ocean44.com/","live site — crowdsource stub"
keep,"Old Town Tavern",pub,"http://www.oldtowntavernaz.com/","alcohol-positive type/name"
keep,"Old Town Tortilla Factory",southwestern_us_restaurant,"http://oldtowntortillafactory.com/","alcohol-positive type/name"
keep,"Onyx Bar & Lounge",bar,"https://www.fourseasons.com/scottsdale/dining/lounges/onyx_bar_and_lounge/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-sco-fab-mid-seo-na&utm_content=na-na&utm_term=na","alcohol-positive type/name"
keep,"Outrider Rooftop Lounge",restaurant,"http://www.outriderrooftop.com/?SEO_id=GMB--R-PHXOTPY-1&y_source=1_Mjg5MTMwOTMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","live site — crowdsource stub"
keep,"Pangaea Dinosaur Grill",restaurant,"https://pangaeadinosaurgrill.com/","live site — crowdsource stub"
keep,"Papago Inn",hotel,"https://www.choicehotels.com/arizona/scottsdale/ascend-hotels/az415","alcohol-positive type/name"
keep,"Parma Italian Roots Italian Restaurant",italian_restaurant,"https://www.parmaitalianaz.com/","alcohol-positive type/name"
keep,"Pars Persian Cuisine",persian_restaurant,"http://parspersiancuisine.com/","live site — crowdsource stub"
keep,"Pei Wei Asian Kitchen",chinese_restaurant,"https://www.peiwei.com/arizona/7-grayhawk","live site — crowdsource stub"
keep,"Pei Wei Asian Kitchen",chinese_restaurant,"https://www.peiwei.com/arizona/236-scottsdale","live site — crowdsource stub"
keep,"Phils Grill",bar_and_grill,"https://grayhawkgolf.com/dining/phils-grill/","alcohol-positive type/name"
keep,"Pho Cao Restaurant and Bar",vietnamese_restaurant,"https://phocaokitchen.com/?utm_source=google","alcohol-positive type/name"
keep,"PHX Beer Co.",brewery,"https://www.phxbeerco.com/","alcohol-positive type/name"
keep,"Pietro's",italian_restaurant,"https://www.pietrosfinedining.com/","alcohol-positive type/name"
keep,"PINO",italian_restaurant,"http://pizzapino.us/","live site — crowdsource stub"
keep,"Piñon Grill",restaurant,"https://www.millenniumhotels.com/en/scottsdale/the-mccormick-scottsdale/dining-information/","live site — crowdsource stub"
keep,"PitaDale",mediterranean_restaurant,"http://www.pitadaleaz.com/","live site — crowdsource stub"
keep,"Pizzería Virtu",pizza_restaurant,"https://www.virtuscottsdale.com/pizzeria-virtu/","live site — crowdsource stub"
keep,"Porters Western Saloon",bar,"http://porterswesternsaloon.com/","alcohol-positive type/name"
keep,"Prestons Scottsdale",steak_house,"http://www.prestonsscottsdale.com/","alcohol-positive type/name"
keep,"Proof Canteen",american_restaurant,"https://www.fourseasons.com/scottsdale/dining/restaurants/proof/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-sco-fab-mid-seo-na&utm_content=na-na&utm_term=na","alcohol-positive type/name"
keep,"Pub Rock",bar,"http://www.pubrocklive.com/","alcohol-positive type/name"
keep,"Quill Creek Cafe",restaurant,"https://grayhawkgolf.com/dining/quill-creek-cafe/","live site — crowdsource stub"
keep,"Randy's Restaurant & Ice Cream",american_restaurant,"http://randysrestaurantaz.com/","live site — crowdsource stub"
keep,"Red Robin Gourmet Burgers and Brews",restaurant,"https://www.redrobin.com/locations/az/scottsdale/talking-stick-526","alcohol-positive type/name"
keep,"Reserve",fine_dining_restaurant,"http://reservescottsdale.com/","site unreadable (bot-walled/robots) — uncertain, not hidden"
keep,"Rift Wine Bar & Taphouse",wine_bar,"https://www.riftbaraz.com/","alcohol-positive type/name"
keep,"Roadrunner Lounge",bar,"https://m.facebook.com/pages/category/Dive-Bar/Roadrunner-Lounge-113882698642016/","alcohol-positive type/name"
keep,"Rosati's Pizza & Sports Pub",pizza_restaurant,"https://myrosatis.com/scottsdaledynamite/","alcohol-positive type/name"
keep,"Rusty Taco",taco_restaurant,"https://rustytaco.com/locations/az/scottsdale/9290-e-via-de-ventura","live site — crowdsource stub"
keep,"Sacred Grounds Jazz Coffeehouse",bar,"https://www.sacredgroundsjazzcoffeehouse.org/","alcohol-positive type/name"
keep,"Saguaro Blossom",restaurant,"https://www.fourseasons.com/scottsdale/dining/restaurants/saguaro_blossom/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-sco-fab-mid-seo-na&utm_content=na-na&utm_term=na","alcohol-positive type/name"
keep,"Saigon District Pho and Boba",vietnamese_restaurant,"http://www.saigondistrictphoboba.com/","live site — crowdsource stub"
keep,"Señor Taco Express Scottsdale",mexican_restaurant,"http://senortacoexpress.com/","live site — crowdsource stub"
keep,"Sizzle Korean Barbecue",korean_barbecue_restaurant,"http://www.sizzlekoreanbbq.com/","live site — crowdsource stub"
keep,"sneakybird",restaurant,"https://sneakybird.com/menu","live site — crowdsource stub"
keep,"Spa Avania",restaurant,"https://www.hyatt.com/grand-hyatt/en-US/scott-grand-hyatt-scottsdale-resort/spa?src=vanity_spaavania.com&utm_source=google&utm_medium=lastmile&utm_campaign=scott-s-avan","site unreadable (bot-walled/robots) — uncertain, not hidden"
keep,"Straight Up",cocktail_bar,"https://www.hoteladeline.com/straight-up.htm","alcohol-positive type/name"
keep,"Streets of New York",pizza_restaurant,"https://www.streetsofnewyork.com/","site unreadable (bot-walled/robots) — uncertain, not hidden"
keep,"Streets of New York",pizza_restaurant,"https://www.streetsofnewyork.com/","site unreadable (bot-walled/robots) — uncertain, not hidden"
keep,"SugarJam The Southern Kitchen",american_restaurant,"https://www.sjsouthernkitchen.com/","live site — crowdsource stub"
keep,"SumoMaya",asian_fusion_restaurant,"https://www.sumomaya.com/","live site — crowdsource stub"
keep,"Sushi Ko",sushi_restaurant,"http://sushikoscottsdale.com/","live site — crowdsource stub"
keep,"SWAN Sushi Seafood Bar",sushi_restaurant,"https://www.swansushi.com/","live site — crowdsource stub"
keep,"Talavera",steak_house,"https://www.fourseasons.com/scottsdale/dining/restaurants/talavera/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-sco-fab-mid-seo-na&utm_content=na-na&utm_term=na","alcohol-positive type/name"
keep,"Tallyho Cocktail Lounge",bar,"http://www.tallyhococktails.com/","alcohol-positive type/name"
