reason,name,primary_type,reviews,address,website
low-signal,"Pardon My Cheesesteak","american_restaurant",,"1802 S Mildred St, Tacoma, WA 98465, USA","https://pardonmycheesesteak.com/"
low-signal,"Pearl Kitchen","restaurant",3,"4602 N Pearl St, Tacoma, WA 98407, USA",
low-signal,"Pearl Street Sea Grill","restaurant",6,"8F3J+M3, Tacoma, WA 98407, USA",
low-signal,"Pho food","restaurant",1,"3801 S Yakima Ave, Tacoma, WA 98418, USA",
low-signal,"Pho&Grill","asian_restaurant",,"2811 Bridgeport Way W, University Place, WA 98466, USA",
low-signal,"Pollo Asado (El Primo)","chicken_restaurant",,"1232 E 72nd St, Tacoma, WA 98404, USA",
low-signal,"Port of Call Restaurant","restaurant",14,"1425 E 27th St, Tacoma, WA 98421, USA","https://www.wyndhamhotels.com/laquinta/tacoma-washington/la-quinta-tacoma-seattle/overview"
low-signal,"Restaurant doña nenita","mexican_restaurant",4,"8018 Pacific Ave, Tacoma, WA 98408, USA","https://restaurantdonanenitawa.com/"
low-signal,"Salvadoreños","restaurant",4,"8012 S Tacoma Way, Lakewood, WA 98499, USA",
low-signal,"Soa's Kitchen","restaurant",1,"5502 Orchard St W Ste A1, University Place, WA 98467, USA",
low-signal,"Song Euy Nong on Wheels L LC","restaurant",,"2401 S 72nd St, Tacoma, WA 98409, USA",
low-signal,"Sushi and Asian Express","sushi_restaurant",5,"3515 Bridgeport Way W, University Place, WA 98466, USA","http://www.wholefoodsmarket.com/stores/chambersbay"
low-signal,"Taco Street","mexican_restaurant",21,"4502 S Steele St, Tacoma, WA 98409, USA",
low-signal,"Tacos Juanita","mexican_restaurant",,"5610 S Orchard St, Tacoma, WA 98467, USA",
low-signal,"Tacos La Cuadra","mexican_restaurant",13,"Pacific Ave &, S 84th St, Tacoma, WA 98444, USA","https://lacuadratacos.com/"
low-signal,"Tacos y mariscos uruapan,s","mexican_restaurant",24,"8012 S Tacoma Way #8c, Lakewood, WA 98499, USA","https://www.clover.com/online-ordering/tacos-y-mariscos-uruapan-lakewood"
low-signal,"Teriyaki","restaurant",,"Fircrest, WA 98466, USA",
low-signal,"The Cellar","restaurant",3,"1500 N Warner St, Tacoma, WA 98416, USA",
low-signal,"Tikis Cafe","restaurant",,"5615 S Tacoma Way, Tacoma, WA 98409, USA",
low-signal,"Toast to Toast Restaurant & Lounge","american_restaurant",21,"8402 S Hosmer St Suite A, Tacoma, WA 98444, USA","https://www.ihg.com/holidayinn/hotels/us/en/tacoma/tiwto/hoteldetail/dining?cm_mmc=GoogleMaps-_-HI-_-US-_-TIWTO"
low-signal,"ZENSHI Handcrafted Sushi","restaurant",,"1624 E 72nd St, Tacoma, WA 98404, USA","https://www.zenshisushi.com/"
low-signal,"ZENSHI Handcrafted Sushi","restaurant",,"3842 Bridgeport Way W, Tacoma, WA 98466, USA","https://www.zenshisushi.com/"
low-signal,"ZENSHI Handcrafted Sushi","restaurant",,"1302 S 38th St, Tacoma, WA 98418, USA","https://www.zenshisushi.com/"
low-signal,"ZENSHI Handcrafted Sushi","restaurant",,"2637 N Pearl St, Tacoma, WA 98407, USA","https://www.zenshisushi.com/"
low-signal,"ZENSHI Handcrafted Sushi","restaurant",,"33702 21st Ave SW, Federal Way, WA 98023, USA","https://www.zenshisushi.com/"
low-signal,"ZENSHI Handcrafted Sushi","restaurant",,"2411 N Proctor St, Tacoma, WA 98406, USA","https://www.zenshisushi.com/"
chain,"Chipotle Mexican Grill","mexican_restaurant",268,"4020 Bridgeport Way W, University Place, WA 98466, USA","https://locations.chipotle.com/wa/university-place/4020-bridgeport-way-w?utm_source=google&utm_medium=yext&utm_campaign=yext_listings?restaurant=3827"
chain,"Chipotle Mexican Grill","mexican_restaurant",60,"2303 N Pearl St, Tacoma, WA 98406, USA","https://locations.chipotle.com/wa/tacoma/2303-n-pearl-st?utm_source=google&utm_medium=yext&utm_campaign=yext_listings?restaurant=5729"
chain,"Chuck E. Cheese","amusement_center",1835,"4911 Tacoma Mall Blvd, Tacoma, WA 98409, USA","https://www.chuckecheese.com/tacoma-wa"
