reason,name,primary_type,address,website
out-of-area,"Grill Kebabs and Gyros","restaurant","385 Grand Ave, South San Francisco, CA 94080, USA","http://grillkebabsgyrosmenu.com/"
out-of-area,"Guapas Mexican Grill","mexican_restaurant","101 Oyster Point Blvd suite 106, South San Francisco, CA 94080, USA","http://www.guapasmexicangrill.com/"
out-of-area,"Gunter's Restaurant","american_restaurant","1057 El Camino Real, South San Francisco, CA 94080, USA",
out-of-area,"Hawaiian Drive Inn","hawaiian_restaurant","2600 San Bruno Ave, San Francisco, CA 94134, USA","http://hawaiiandriveinn.com/"
out-of-area,"Hidden Spot - EXL","restaurant","4528 Mission St, San Francisco, CA 94112, USA","https://hiddenspot.online/"
out-of-area,"Hidden Tap and Barrel South San Francisco","bar","415 Grand Ave, South San Francisco, CA 94080, USA","https://untappd.com/v/hidden-tap-and-barrel-south-sf/13308894"
out-of-area,"Hing Lung Cafe","chinese_restaurant","331 Grand Ave, South San Francisco, CA 94080, USA",
out-of-area,"Hong Kong BBQ Restaurant","chinese_restaurant","2728 San Bruno Ave, San Francisco, CA 94134, USA",
out-of-area,"Hot Dog Bills","restaurant","599 CA-35, San Francisco, CA 94132, USA","https://www.hotdogbills.com/"
out-of-area,"Ichika Sushi House","sushi_restaurant","118 Old County Rd, Brisbane, CA 94005, USA","http://ichikasushi.com/"
out-of-area,"Imperial Garden Seafood Restaurant","chinese_restaurant","2626 San Bruno Ave, San Francisco, CA 94134, USA","https://imperialgardensf.com/?utm_source=google"
out-of-area,"Industry Pizza","pizza_restaurant","386 Grand Ave, South San Francisco, CA 94080, USA","http://industrypizzassf.com/"
out-of-area,"Karilagan","filipino_restaurant","1129 El Camino Real, South San Francisco, CA 94080, USA","http://www.karilagan.com/"
out-of-area,"Kevin’s Noodle House","vietnamese_restaurant","337 Grand Ave, South San Francisco, CA 94080, USA","https://kevinsnoodlehouse.com/"
out-of-area,"Kitten & Pinky","restaurant","1715 Palmetto Ave, Pacifica, CA 94044, USA","https://kittenandpinky.carrd.co/"
out-of-area,"Kizuki Ramen & Izakaya（Stonestown Galleria）","restaurant","3251 20th Ave #172, San Francisco, CA 94132, USA","https://www.kizuki.com/"
out-of-area,"Krispy Krunchy Chicken","chicken_restaurant","812 Linden Ave, South San Francisco, CA 94080, USA","https://locations.krispykrunchy.com/ca/south-san-francisco/812-linden-ave"
out-of-area,"L & D Catering and Bistro","bistro","110 Old County Rd, Brisbane, CA 94005, USA","http://www.ldcatering.com/"
out-of-area,"La cocina de Angy","mexican_restaurant","3500 Marina Blvd, Brisbane, CA 94005, USA","https://www.lacocinadeangy.com/"
out-of-area,"La Colonia","restaurant","6275 3rd St, San Francisco, CA 94124, USA","https://lacoloniasf.com/"
out-of-area,"La Torta Sabrosa","mexican_restaurant","439 Grand Ave, South San Francisco, CA 94080, USA","https://www.latortasabrosasf.com/"
out-of-area,"Laughing Monk Brewing","brewery","1439 Egbert Ave unit a/b, San Francisco, CA 94124, USA","http://taproom.laughingmonk.com/"
out-of-area,"Little Green Cyclo","vietnamese_restaurant","2000 Sierra Point Pkwy, Brisbane, CA 94005, USA","http://littlegreencyclo.com/"
out-of-area,"Los Planes De Renderos","restaurant","12 Persia Ave, San Francisco, CA 94112, USA","http://losplanesderenderossf.com/?mibextid=Zxz2cZ"
out-of-area,"Lucky House Restaurant","chinese_restaurant","148 Visitacion Ave, Brisbane, CA 94005, USA","https://luckyhousebrisbane.com/"
out-of-area,"Marthita's","mexican_restaurant","1401 Egbert Ave, San Francisco, CA 94124, USA",
out-of-area,"Marugame Udon","japanese_restaurant","3251 20th Ave, San Francisco, CA 94132, USA","https://www.marugameudon.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ"
out-of-area,"Max's Restaurant South San Francisco, Cuisine of the Philippines","filipino_restaurant","1155 El Camino Real, South San Francisco, CA 94080, USA","https://www.maxsrestaurantna.com/"
out-of-area,"Mexico Tipico","mexican_restaurant","4581 Mission St, San Francisco, CA 94112, USA","https://mexicotipico.net/"
out-of-area,"Mi Lindo Consuelo","mexican_restaurant","187 Lobos St, San Francisco, CA 94112, USA","https://milindoconsuelo.online/"
out-of-area,"Mike & Ken's Deli","deli","1031 Airport Blvd, South San Francisco, CA 94080, USA",
out-of-area,"Ming Hing Restaurant","chinese_restaurant","2550 San Bruno Ave, San Francisco, CA 94134, USA","https://www.minghingrestaurant.com/"
out-of-area,"Mom's Tofu House","korean_restaurant","415 Grand Ave Ste 001, South San Francisco, CA 94080, USA","https://ssf.momstofu.com/"
out-of-area,"Montecristo","restaurant","6286 3rd St, San Francisco, CA 94124, USA",
out-of-area,"NAR Doner & Grill","turkish_restaurant","3251 20th Ave, San Francisco, CA 94132, USA","https://www.nardonersf.com/"
out-of-area,"Nashville Hot Chicken","restaurant","899 Airport Blvd, South San Francisco, CA 94080, USA","https://hotchicken.org/"
out-of-area,"Nation's Giant Hamburgers & Great Pies","restaurant","925 El Camino Real, South San Francisco, CA 94080, USA","https://nationsrestaurants.com/"
out-of-area,"New Dragon Garden","chinese_restaurant","136 Hazelwood Dr, South San Francisco, CA 94080, USA","https://www.newdragongardenca.com/?utm_source=gmb&utm_medium=website"
out-of-area,"Nick The Greek","greek_restaurant","101 Oyster Point Blvd Suite 104, South San Francisco, CA 94080, USA","http://www.nickthegreek.com/?utm_source=cumulus&utm_medium=onlinepresence&utm_campaign=gbp"
out-of-area,"North Beach Pizza","pizza_restaurant","3054 Taraval St, San Francisco, CA 94116, USA","https://www.northbeachpizzasanfrancisco.com/"
out-of-area,"Oasis Vietnamese Cuisine","vietnamese_restaurant","549 Oceana Blvd suite b, Pacifica, CA 94044, USA","https://oasisvietnamesecui.wixsite.com/oasis-vietnamese-cui"
out-of-area,"Ocean Fish Sushi & Grill","japanese_restaurant","455 Oceana Blvd, Pacifica, CA 94044, USA","https://www.oceanfishsushipacifica.com/"
out-of-area,"Old Mandarin Islamic Restaurant","chinese_restaurant","3132 Vicente St, San Francisco, CA 94116, USA","http://www.oldmandarinislamic.com/"
out-of-area,"Ongpin Restaurant","filipino_restaurant","73 Camaritas Ave, South San Francisco, CA 94080, USA","http://www.ongpin.com/"
out-of-area,"Onigilly - Stonestown","japanese_restaurant","3251 20th Ave, San Francisco, CA 94132, USA","https://onigilly.com/order/onigilly-stonestown"
out-of-area,"Ono Hawaiian BBQ","hawaiian_restaurant","1501 Sloat Blvd Suite A, San Francisco, CA 94132, USA","http://www.onobbq.com/"
out-of-area,"Out The Road","bar","2636 San Bruno Ave, San Francisco, CA 94134, USA","http://www.outtheroadsf.com/"
out-of-area,"Pasquale's Pizzeria Restaurant","pizza_restaurant","2640 Sloat Blvd, San Francisco, CA 94116, USA",
out-of-area,"Pho Golden","vietnamese_restaurant","4683 Mission St, San Francisco, CA 94112, USA","https://www.phogoldenca.com/"
out-of-area,"Phở No 1","vietnamese_restaurant","2571 San Bruno Ave, San Francisco, CA 94134, USA","https://orderphono1.com/"
out-of-area,"Pho Saigon","vietnamese_restaurant","2280 Westborough Blvd, South San Francisco, CA 94080, USA",
out-of-area,"Pit Stop Boba Shop","tea_house","2300 Westborough Blvd, South San Francisco, CA 94080, USA","https://pitstopbobashop.square.site/"
out-of-area,"Poke Bowl","hawaiian_restaurant","3251 20th Ave, San Francisco, CA 94132, USA","https://thepokebowls.com/"
out-of-area,"Pupusería Ilobasco","restaurant","2680 San Bruno Ave, San Francisco, CA 94134, USA",
out-of-area,"Quickly","tea_house","3251 20th Ave #160, San Francisco, CA 94132, USA","http://www.quicklyusa.com/quicklystores.html"
out-of-area,"Ramen House","ramen_restaurant","2623 San Bruno Ave, San Francisco, CA 94134, USA","https://ramenhouseca.com/"
out-of-area,"Rancho Las Trancas","mexican_restaurant","792 El Camino Real, South San Francisco, CA 94080, USA",
out-of-area,"Raymond's Chinese Restaurant","chinese_restaurant","1709 Palmetto Ave, Pacifica, CA 94044, USA","https://raymondpacifica.com/"
out-of-area,"Recovery Room","bar","4528 Mission St, San Francisco, CA 94112, USA",
